FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate/_xsi:nil,AddressLine1
85480,2155,Mainstore,Retailers - other,4613,1-3 Great Georges Road,Waterloo,Merseyside,L22 1RA,4,fhrs_4_en-GB,2019-04-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,5,5,FHRS,False,-3.02561600000000,53.47202900000000,,
1030027,6574,Majestic Wine Warehouse,Retailers - other,4613,38 Weld Road,Birkdale,Merseyside,PR8 2ED,Exempt,fhrs_exempt_en-GB,2018-01-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.01536011695862,53.63414764404300,,
134981,6850,Malas Restaurant and Bar,Restaurant/Cafe/Canteen,1,13 Aintree Road,Bootle,Merseyside,L20 9DL,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.98197500000000,53.45656600000000,true,
95385,2837,Mal's General Store,Retailers - other,4613,115 Knowsley Road,Bootle,Merseyside,L20 4NH,3,fhrs_3_en-GB,2019-06-27,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-3.00323600000000,53.46021000000000,,
108753,39,Manchester House Nursing Home,Hospitals/Childcare/Caring Premises,5,83 Albert Road,Southport,Merseyside,PR9 9LN,5,fhrs_5_en-GB,2019-01-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.98995200000000,53.65740700000000,,
90330,2454,Mandy's Cafe,Restaurant/Cafe/Canteen,1,207 Heathfield Road,Birkdale,Merseyside,PR8 3HE,5,fhrs_5_en-GB,2019-09-26,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.02534300000000,53.60555000000000,,
1030015,174161,Manna Day Centre,Retailers - other,4613,100 Sefton Lane,Maghull,Sefton Council,L31 8BT,5,fhrs_5_en-GB,2018-03-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.96263599395752,53.50774383544920,,
735504,11810,Manna House,Hospitals/Childcare/Caring Premises,5,1 Alexandra Drive,Bootle,Merseyside,L20 0EE,5,fhrs_5_en-GB,2019-02-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.97233400000000,53.46503100000000,,
927591,70539,Manna Walk,Hospitals/Childcare/Caring Premises,5,18 Moss Lane,Bootle,Sefton Council,L20 0ED,5,fhrs_5_en-GB,2019-02-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.97432800000000,53.46399000000000,,
1136603,176487,Mapi Coffee,Mobile caterer,7846,,,,,4,fhrs_4_en-GB,2019-06-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,10,FHRS,False,,,,
1030010,162916,Marble News,Retailers - other,4613,14 Marble Place,Southport,Merseyside,PR8 1DF,Exempt,fhrs_exempt_en-GB,2018-01-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00466990470886,53.64634704589840,,
1170901,176931,Margaret Crosby,Other catering premises,7841,,,,,Exempt,fhrs_exempt_en-GB,2019-08-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
102241,3384,Margaret Roper House,Hospitals/Childcare/Caring Premises,5,447 Liverpool Road,Birkdale,Merseyside,PR8 3BW,5,fhrs_5_en-GB,2020-03-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-3.02232600000000,53.60827300000000,,
149488,9606,Maricourt - Arnold,School/college/university,7845,Damfield Lane,Maghull,Sefton Council,,5,fhrs_5_en-GB,2019-07-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,,,,Maricourt High School
149491,9607,Maricourt High School,School/college/university,7845,99 Hall Lane,Maghull,Merseyside,L31 3EE,5,fhrs_5_en-GB,2019-07-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.93362900000000,53.50858500000000,,Maricourt R C High School
96822,2976,Marina Care Home,Hospitals/Childcare/Caring Premises,5,109 Leyland Road,Southport,Merseyside,PR9 0JL,5,fhrs_5_en-GB,2019-06-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.99833200000000,53.65855100000000,,
126179,5506,Marine Bar & Kitchen,Pub/bar/nightclub,7843,3-5 South Road,Waterloo,Merseyside,L22 5PE,5,fhrs_5_en-GB,2019-07-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.02791400000000,53.47422900000000,,
145696,8703,Marine Football Club,Pub/bar/nightclub,7843,127 College Road,Crosby,Sefton Council,L23 3AS,5,fhrs_5_en-GB,2020-01-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.03246700000000,53.48549800000000,,
119476,4865,Marine Lake Cafe,Restaurant/Cafe/Canteen,1,Promenade,Southport,Sefton Council,,5,fhrs_5_en-GB,2020-01-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.00333500000000,53.65431000000000,,Marine Lake Cafe
40274,1010,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,34-38 Chapel Street,Southport,Merseyside,PR8 1AD,5,fhrs_5_en-GB,2019-11-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00372700000000,53.64678500000000,,
71569,162427,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,Ormskirk Road,Aintree,,L9 5AN,5,fhrs_5_en-GB,2018-11-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.94951200000000,53.48117000000000,,Racecourse Retail Park
508344,8057,Marks & Spencer Simply Food,Retailers - supermarkets/hypermarkets,7840,Halsall Lane,Formby,Sefton Council,,5,fhrs_5_en-GB,2018-01-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,,,,The Cloisters
64023,1416,Marlborough Hotel,Hotel/bed & breakfast/guest house,7842,21 Crosby Road South,Waterloo,Merseyside,L22 1RG,4,fhrs_4_en-GB,2019-03-27,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,10,FHRS,False,-3.01981300000000,53.47125100000000,,
74863,1736,Marmaris,Takeaway/sandwich shop,7844,167 Eastbank Street,Southport,Merseyside,PR8 6TH,3,fhrs_3_en-GB,2019-08-29,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-3.00126500000000,53.64246400000000,,
735503,10981,Marshside Out of School Club,Hospitals/Childcare/Caring Premises,5,Elswick Road,Southport,Sefton Council,PR9 9XA,5,fhrs_5_en-GB,2019-09-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.96977600000000,53.67362600000000,,Marshside Primary School
83417,2042,Marshside Primary School,School/college/university,7845,Elswick Road,Southport,Sefton Council,PR9 9XA,5,fhrs_5_en-GB,2019-09-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.96977600000000,53.67362600000000,,Marshside Primary School
537911,7058,Martin McColl Ltd,Retailers - other,4613,4 Marian Square,Netherton,Sefton Council,L30 5QA,5,fhrs_5_en-GB,2018-01-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.97392500000000,53.48847000000000,,
537920,924,Martins,Retailers - other,4613,18 Central Square,Maghull,Merseyside,L31 0AE,4,fhrs_4_en-GB,2019-07-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,5,FHRS,False,-2.94400100000000,53.51662100000000,,
537912,7063,Marti's Sports Bar,Pub/bar/nightclub,7843,16 Marian Square,Netherton,Sefton Council,L30 5QA,5,fhrs_5_en-GB,2020-02-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.97392500000000,53.48847000000000,,
139333,7492,Maryland Care Home Ltd,Hospitals/Childcare/Caring Premises,5,School Lane,Formby,Liverpool,L37 3LN,5,fhrs_5_en-GB,2019-05-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.05850400000000,53.55789100000000,,
70117,1587,Masonic Hall,Restaurant/Cafe/Canteen,1,Duke Street,Southport,Sefton Council,PR8 1LS,5,fhrs_5_en-GB,2020-03-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.01162600000000,53.64368900000000,,Southport Masonic Hall
103977,3520,May Bo,Takeaway/sandwich shop,7844,106 Liverpool Road South,Maghull,Merseyside,L31 7AG,3,fhrs_3_en-GB,2020-03-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-2.94648400000000,53.50555400000000,,
735541,4370,Mayflower,Pub/bar/nightclub,7843,11-12 New Strand The Palatine,Bootle,Sefton Council,L20 4SW,3,fhrs_3_en-GB,2020-01-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-2.99225000000000,53.45092600000000,,The Mayflower
908573,157309,McCarthy and Stone,Restaurant/Cafe/Canteen,1,19-23 Cambridge Road,Southport,Sefton Council,PR9 9DH,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,true,Brunlees Court
650903,3136,McColls,Retailers - other,4613,19-21 Liverpool Road,Crosby,Merseyside,L23 2SA,5,fhrs_5_en-GB,2019-07-29,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.02614200000000,53.49257300000000,,
79433,1909,McColls,Retailers - other,4613,36 Fernhill Road,Bootle,Merseyside,L20 9HH,5,fhrs_5_en-GB,2020-07-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.97980300000000,53.45577500000000,,
456454,4910,McColls,Retailers - other,4613,85 Queens Road,Southport,Merseyside,PR9 9JF,5,fhrs_5_en-GB,2019-08-01,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.98989700000000,53.65376700000000,,
118196,4753,McColls,Retailers - other,4613,146 Portland Street,Southport,Merseyside,PR8 6RB,5,fhrs_5_en-GB,2018-01-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.99810700000000,53.63749200000000,,
650922,6567,McColls,Retailers - other,4613,9-10 Weld Parade,Birkdale,Sefton Council,PR8 2DT,5,fhrs_5_en-GB,2020-03-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.01491540000000,53.63468000000000,,
132729,6488,McColls,Retailers - other,4613,113 Waddicar Lane,Melling,Merseyside,L31 1DN,5,fhrs_5_en-GB,2020-01-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-2.91425500000000,53.48907700000000,,
130554,6183,McColls,Retailers - other,4613,185 Sussex Road,Southport,Merseyside,PR8 6DG,5,fhrs_5_en-GB,2018-06-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.97631400000000,53.64279600000000,,
352498,7986,McColls,Retailers - supermarkets/hypermarkets,7840,21 St James Street,Southport,Sefton Council,PR8 5AE,5,fhrs_5_en-GB,2018-06-28,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00088910000000,53.64141380000000,,1-3 St James Place
434323,165039,McColls,Retailers - other,4613,191-193 Altway,Aintree,Sefton Council,L10 6LB,5,fhrs_5_en-GB,2019-05-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.93537200000000,53.48297200000000,,Churchill Shopping Centre
616351,4011,McColls(Morrisons Daily),Retailers - supermarkets/hypermarkets,7840,115 Marshside Road,Southport,Sefton Council,PR9 9TA,5,fhrs_5_en-GB,2017-06-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.97090000000000,53.66720800000000,,
767376,167729,McCormacks,Retailers - other,4613,12 Cooks Road,Crosby,Sefton Council,L23 2TB,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,True,-3.02789000000000,53.49316000000000,true,
144666,8390,McDonalds,Restaurant/Cafe/Canteen,1,Ocean Plaza,Marine Drive,Southport,PR8 1SQ,5,fhrs_5_en-GB,2018-12-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.01148100000000,53.65408100000000,,
146245,8873,McDonalds Restaurant,Restaurant/Cafe/Canteen,1,Dunnings Bridge Road,Netherton,Sefton Council,L30 6TQ,5,fhrs_5_en-GB,2020-01-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.96380900000000,53.48502000000000,,"Mcdonalds, Switch Island Leisure Park"
128851,5915,McDonalds Restaurants,Restaurant/Cafe/Canteen,1,280-282 Stanley Road,Bootle,Merseyside,L20 3ER,5,fhrs_5_en-GB,2019-10-08,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.99032400000000,53.45161600000000,,
735519,167215,McDonald's Restaurants Limited,Restaurant/Cafe/Canteen,1,89/91 Altcar Road,Formby,Sefton Council,L37 8DL,5,fhrs_5_en-GB,2019-04-15,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.04174300000000,53.55403800000000,,
136244,7047,McDonald's Restaurants Limited,Restaurant/Cafe/Canteen,1,Racecourse Retail Park,Aintree,Merseyside,L9 5AN,5,fhrs_5_en-GB,2018-06-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.92051506042480,53.49586868286130,,Mcdonalds
123756,5217,McDonalds Restaurants Ltd,Restaurant/Cafe/Canteen,1,284 Scarisbrick New Road,Southport,Merseyside,PR8 5HW,5,fhrs_5_en-GB,2020-03-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.96975500000000,53.63251200000000,,
103848,3507,Meadows Hotel,Pub/bar/nightclub,7843,89a Liverpool Road South,Maghull,Sefton Council,L31 7AD,5,fhrs_5_en-GB,2018-08-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.94708700000000,53.50624100000000,,
1125019,162779,Meadows Pharmacy,Retailers - other,4613,87-89 Liverpool Road South,Maghull,Sefton Council,L31 7AD,Exempt,fhrs_exempt_en-GB,2018-08-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.94733350000000,53.50559460000000,,
142828,7985,Mecca Bingo,Restaurant/Cafe/Canteen,1,Lord Street,Southport,Sefton Council,PR8 1RN,5,fhrs_5_en-GB,2019-08-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.01184800000000,53.64541300000000,,"Mecca Bingo Club, Garrick Parade"
636362,6043,Mecycle Cafe & Bike Workshop,Retailers - other,4613,59 Station Road,Ainsdale,Merseyside,PR8 3HH,5,fhrs_5_en-GB,2019-04-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.04153000000000,53.60185100000000,,
73307,1682,Medo Kebab House,Restaurant/Cafe/Canteen,1,71 Eastbank Street,Southport,Sefton Council,PR8 1EJ,4,fhrs_4_en-GB,2019-04-16,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-3.00420100000000,53.64505500000000,,
784808,167822,Megafauna,Restaurant/Cafe/Canteen,1,6 Wesley Street,Southport,Sefton Council,PR8 1BN,5,fhrs_5_en-GB,2018-07-24,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00398000000000,53.64532600000000,,
124421,5293,Mei Mei Takeaway,Takeaway/sandwich shop,7844,65 Seaforth Road,Seaforth,Merseyside,L21 3TX,3,fhrs_3_en-GB,2019-07-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-3.00692500000000,53.46526600000000,,
149302,9574,Mel-Inn Social Club,Pub/bar/nightclub,7843,513 Hawthorne Road,Bootle,Merseyside,L20 6JJ,5,fhrs_5_en-GB,2020-02-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.98773600000000,53.46143600000000,,
132698,6481,Melling Fish Bar,Takeaway/sandwich shop,7844,28 Waddicar Lane,Melling,Merseyside,L31 1DU,4,fhrs_4_en-GB,2020-03-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,5,FHRS,False,-2.91365500000000,53.48641200000000,,
535058,145571,Melling Primary Breakfast Club,Restaurant/Cafe/Canteen,1,Wheeler Drive,Melling,Sefton Council,L31 1DA,5,fhrs_5_en-GB,2019-01-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.91067100000000,53.48921200000000,,Melling Primary School
133801,6674,Melling Primary School,School/college/university,7845,Wheeler Drive,Melling,Sefton Council,L31 1DA,5,fhrs_5_en-GB,2019-01-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-2.91067100000000,53.48921200000000,,Melling Primary School
639514,8894,Melling Residents Community Association,Pub/bar/nightclub,7843,Waddicar Lane,Melling,Merseyside,L31 1DQ,5,fhrs_5_en-GB,2020-03-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-2.91448700000000,53.48796000000000,,Coronation Hall
639479,5081,Mellors Catering Services,School/college/university,7845,Rufford Road,Southport,Sefton Council,PR9 8JH,5,fhrs_5_en-GB,2019-12-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.94797700000000,53.67496900000000,,St Johns Church Of England Primary School
142664,796,Melrose Court Rest Home,Hospitals/Childcare/Caring Premises,5,74 Cambridge Road,Southport,Merseyside,PR9 9RH,5,fhrs_5_en-GB,2018-10-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.97294400000000,53.66004500000000,,
63908,1412,Melrose House,Hospitals/Childcare/Caring Premises,5,9 Crosby Road South,Waterloo,Merseyside,L22 1RG,Exempt,fhrs_exempt_en-GB,2017-05-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.01981300000000,53.47125100000000,,
1125086,7143,Mencap Homes Foundation,Hospitals/Childcare/Caring Premises,5,Millcroft,Crosby,Sefton Council,L23 9YT,5,fhrs_5_en-GB,2018-09-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.00971100000000,53.49513860000000,,4 The Stables
111108,4063,Meols Cop High School,School/college/university,7845,Meols Cop Road,Southport,Sefton Council,PR8 6JS,5,fhrs_5_en-GB,2020-02-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.97440400000000,53.63869500000000,,Meols Cop High School
569509,4062,Meols Cop Youth & Community Centre,Restaurant/Cafe/Canteen,1,Meols Cop Road,Southport,Sefton Council,,5,fhrs_5_en-GB,2019-08-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,,,,Youth Club
804388,10913,Meols Hall - Tithe Barn,Restaurant/Cafe/Canteen,1,Botanic Road,Southport,Sefton Council,PR9 7LZ,5,fhrs_5_en-GB,2018-08-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.96094900000000,53.65763400000000,,Meols Hall
133594,6644,Merefield School,School/college/university,7845,Westminster Drive,Ainsdale,Sefton Council,PR8 2QZ,5,fhrs_5_en-GB,2019-06-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.05367600000000,53.59986600000000,,Merefield School
352485,4715,Mersey Motor Boat Club Limited,Pub/bar/nightclub,7843,36 Pilling Lane,Lydiate,Merseyside,L31 4HF,5,fhrs_5_en-GB,2020-03-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.95627300000000,53.52982700000000,,
1064150,5891,Merton Chemist,Retailers - other,4613,223 Stanley Road,Bootle,Merseyside,L20 3DY,Exempt,fhrs_exempt_en-GB,2018-06-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.99041270000000,53.44966390000000,,
1025199,167819,Metfield Grange (Day Centre),Hospitals/Childcare/Caring Premises,5,59 Hartwood Road,Southport,Sefton Council,PR9 9AW,5,fhrs_5_en-GB,2020-02-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.98404407501221,53.64736938476560,,
606540,8582,MFG Londis College,Retailers - other,4613,113 College Road,Crosby,Sefton Council,L23 0RN,5,fhrs_5_en-GB,2020-07-15,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.03073200000000,53.48419200000000,,
639461,166274,MFG Town Lane,Retailers - other,4613,258 Scarisbrick New Road,Southport,Sefton Council,PR8 5HL,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.97504401206970,53.63438415527340,true,Town Lane Service Station
71440,162058,Mia's Cafe,Restaurant/Cafe/Canteen,1,121 St Johns Road,Waterloo,Merseyside,L22 9QE,5,fhrs_5_en-GB,2018-07-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.02482900000000,53.47937900000000,,
1260623,4549,Midnight Delivery,Takeaway/sandwich shop,7844,57 Orrell Road,Bootle,Sefton Council,L20 6DX,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.98711109161377,53.46767044067380,true,Haworth Hardware
130301,6142,Mikes Chip Shop,Takeaway/sandwich shop,7844,53 Stuart Road,Crosby,Sefton Council,L23 0QE,5,fhrs_5_en-GB,2019-02-25,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.01712900000000,53.48188100000000,,
1030023,4304,Mikes News,Retailers - other,4613,18 Nevill Street,Southport,Merseyside,PR9 0BX,Exempt,fhrs_exempt_en-GB,2018-01-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00522994995117,53.64952087402340,,
104906,359,Millbrook House,Hospitals/Childcare/Caring Premises,5,39-41 Birch Street,Southport,Merseyside,PR8 5EU,5,fhrs_5_en-GB,2019-02-28,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.00064700000000,53.63234800000000,,
1268034,178313,Milliann Choices,Other catering premises,7841,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,true,
136870,7138,Millies Bar,Pub/bar/nightclub,7843,Liverpool Road North,Maghull,Merseyside,L31 2PN,5,fhrs_5_en-GB,2017-02-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.94414700000000,53.51302400000000,,3 Red Lion Shopping Centre
116655,4586,Mirch Massala,Takeaway/sandwich shop,7844,70b Oxford Road,Waterloo,Sefton Council,L22 7RF,5,fhrs_5_en-GB,2020-07-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.03576900000000,53.47999500000000,,
1208578,15491,Miss Bumblebees Bakehouse,Other catering premises,7841,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,true,
1173774,10107,Miss Jane Cooper,Other catering premises,7841,,,,,Exempt,fhrs_exempt_en-GB,2019-08-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
1194741,70623,Miss Jordon Neil,Other catering premises,7841,,,,,5,fhrs_5_en-GB,2019-11-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,,,,
1250997,163677,MJ Cafe,Restaurant/Cafe/Canteen,1,1a Marsh Lane,Bootle,Sefton Council,L20 4LZ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00595610000000,53.45577570000000,true,
405898,164912,Mochas,Takeaway/sandwich shop,7844,43 Liverpool Road South,Maghull,Sefton Council,L31 7BN,3,fhrs_3_en-GB,2020-02-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,10,FHRS,False,-2.94845200000000,53.50255400000000,,
55534,1253,Mojoes,Restaurant/Cafe/Canteen,1,8 Cooks Road,Crosby,Merseyside,L23 2TB,2,fhrs_2_en-GB,2020-03-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,15,10,FHRS,False,-3.02789000000000,53.49316000000000,,
893282,169085,Momma's House Ltd.,Restaurant/Cafe/Canteen,1,43-51 Shakespeare Street,Southport,Sefton Council,PR8 5AB,5,fhrs_5_en-GB,2019-07-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00319100000000,53.64014600000000,,3 The Shakespeare Centre
53829,1212,Momtaj Takeaway,Takeaway/sandwich shop,7844,148 College Road,Crosby,Sefton Council,L23 3DP,4,fhrs_4_en-GB,2019-03-20,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-3.03260600000000,53.48626100000000,,
