FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate/_xsi:nil,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,AddressLine2
1243977,71923,Peaky Blinders Food Court,Takeaway/sandwich shop,7844,"Peaky Blinders Bar, Cains Brewery Village Stanhope Street",Liverpool,Liverpool,L8 5RE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97947788238525,53.39323425292970,2020-02-10,0,5,5,
498583,PI/000246592,Pearl Garden,Takeaway/sandwich shop,7844,"Argos, 89 - 91 Broad Lane",Liverpool,Liverpool,L11 1AD,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92770004272461,53.44082641601560,2019-01-02,0,5,5,Norris Green
1026058,PI/000272254,Peel and Coconut,Other catering premises,7841,"Flat 1, 59 Peel Street",Liverpool,Liverpool,L8 3SY,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95733760000000,53.38431540000000,2018-05-10,0,10,0,
509464,PI/000255119,Peking Palace,Takeaway/sandwich shop,7844,78 Aigburth Road,Liverpool,Liverpool,L17 7BN,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95326370000000,53.38030290000000,2019-02-08,10,10,10,St Michaels
496968,PI/000117495,Penny Lane Chip Shop,Takeaway/sandwich shop,7844,53 Penny Lane,Liverpool,Liverpool,L18 1DE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91937620000000,53.38717520000000,2016-03-05,0,0,5,
634265,PI/000258445,Penny Lane Hotel,Hotel/bed & breakfast/guest house,7842,"Penny Lane Hotel, 3 - 5 Smithdown Place",Liverpool,Liverpool,L15 9EH,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91526290000000,53.38913250000000,2019-03-25,0,5,0,
726402,PI/000263622,Penny Lane News,Retailers - other,4613,10 Smithdown Place,Liverpool,Liverpool,L15 9EH,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91482420000000,53.38945730000000,2019-05-28,10,5,10,
1244315,77770,Penny Lane Wine Bar,Restaurant/Cafe/Canteen,1,116 Penny Lane,Liverpool,Liverpool,L18 1DQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91561730000000,53.38857930000000,2019-10-25,5,5,5,
496418,PI/000052909,Pensioner Luncheon Club,Other catering premises,7841,Elm Hall Drive Methodist Church Elm Hall Drive,Liverpool,Liverpool,L18 1LF,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91433000564575,53.38742065429690,2019-11-13,0,0,0,
1041802,PI/000272684,Pepino,Restaurant/Cafe/Canteen,1,75 Rocky Lane,Liverpool,Liverpool,L6 4BB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94287530000000,53.42247120000000,2018-05-16,5,5,5,Anfield
1244152,76278,Pepperwood Kitchen Ltd,Restaurant/Cafe/Canteen,1,27 Hansby Drive,Liverpool,Liverpool,L24 9LG,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.85335310000000,53.35430560000000,,,,,
845511,PI/000267597,Perfect Food Store,Retailers - other,4613,547 - 549 West Derby Road,Liverpool,Liverpool,L13 8AD,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93363580000000,53.42453930000000,2019-02-27,10,10,10,Tuebrook
498114,PI/000239860,Perfect Pizza,Takeaway/sandwich shop,7844,69 Lisburn Lane,Liverpool,Liverpool,L13 9AF,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93100230000000,53.42798450000000,2018-07-13,10,15,10,
1016350,PI/000271987,Perfect Platter Liverpool,Other catering premises,7841,1 Leveson Road,Liverpool,Liverpool,L13 4AU,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91081780000000,53.40675540000000,2017-11-06,0,5,0,
496452,PI/000056006,Peter Kavanagh,Pub/bar/nightclub,7843,2 - 6 Egerton Street,Liverpool,Liverpool,L8 7LY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96734300000000,53.39656760000000,2018-01-22,0,0,0,
1131349,PI/000271336,Petit Cafe Du Coin,Restaurant/Cafe/Canteen,1,60 Berry Street,Liverpool,Liverpool,L1 4JQ,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97656360000000,53.40022370000000,2019-03-29,10,10,10,
1243817,71734,Petronas Group,Retailers - other,4613,"Bp Petrol Fiilling Station, 121 Great Howard Street",Liverpool,Liverpool,L3 7AT,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99654603004456,53.41638946533200,2020-01-29,10,5,10,City Centre
1244020,71992,Phase One,Restaurant/Cafe/Canteen,1,40 Seel Street,Liverpool,Liverpool,L1 4BE,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98139490000000,53.40268240000000,,,,,
1243780,71694,Phi Thai,Restaurant/Cafe/Canteen,1,"Unit 2, 7 West Derby Village",Liverpool,Liverpool,L12 5HJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91001640000000,53.43264050000000,2017-04-06,0,5,5,
496561,PI/000073763,Phil Manion Confectionery Ltd,Retailers - other,4613,101 Hale Road,Liverpool,Liverpool,L4 3RN,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97568400000000,53.44234240000000,2020-01-30,15,15,20,Walton
498801,PI/000248091,Philharmonic Dining Rooms,Restaurant/Cafe/Canteen,1,34 Hope Street,Liverpool,Liverpool,L1 9BX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97055970000000,53.40178210000000,2017-10-02,0,5,0,
1010972,PI/000270761,Philharmonic Mini Market,Retailers - other,4613,43 Hardman Street,Liverpool,Liverpool,L1 9AS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97098100000000,53.40178760000000,2018-01-19,0,0,0,
521476,PI/000025669,Philpotts,Takeaway/sandwich shop,7844,29 - 31 Brunswick Street,Liverpool,Liverpool,L2 0PJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99247110000000,53.40552110000000,2018-01-09,5,5,5,City Centre
497868,PI/000233079,Philpotts,Takeaway/sandwich shop,7844,Philpotts Limited Exchange Passage East,Liverpool,Liverpool,L2 3QT,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99160408973694,53.40769577026370,2018-01-11,5,0,5,
1006434,PI/000252855,Pho,Restaurant/Cafe/Canteen,1,79 Bold Street,Liverpool,Liverpool,L1 4HF,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97703350000000,53.40270910000000,2018-05-01,5,5,5,
498651,PI/000247100,Phoenix Palace,Restaurant/Cafe/Canteen,1,581 West Derby Road,Liverpool,Liverpool,L13 8AE,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93215430000000,53.42491940000000,2019-03-07,5,5,10,Tuebrook
498248,PI/000242425,Pi,Pub/bar/nightclub,7843,104 Rose Lane,Liverpool,Liverpool,L18 8AG,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91596293449402,53.37876129150390,2019-01-23,5,5,5,
521491,PI/000038080,Piccolino Liverpool,Restaurant/Cafe/Canteen,1,14A Cook Street,Liverpool,Liverpool,L2 9QU,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98922970000000,53.40619550000000,2018-02-28,5,10,5,
1243573,70982,Piccolo's,Takeaway/sandwich shop,7844,169 Park Road,Liverpool,Liverpool,L8 6SE,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96674500000000,53.38610930000000,2019-09-30,5,10,10,
1038847,PI/000272552,Picton News,Retailers - other,4613,129 High Street,Liverpool,Liverpool,L15 8JS,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91531880000000,53.39849620000000,2018-02-02,10,5,5,Wavertree
979388,PI/000270853,Picton News Market,Retailers - other,4613,99 - 101 Picton Road,Liverpool,Liverpool,L15 4LF,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92670830000000,53.40008050000000,2019-05-10,0,5,10,
577549,PI/000255480,Picton Road Convenience Store,Other catering premises,7841,145 - 147 Picton Road,Liverpool,Liverpool,L15 4LG,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92455050000000,53.39971370000000,2018-12-12,10,15,20,
1080561,PI/000273825,Pieminister,Restaurant/Cafe/Canteen,1,31 Bold Street,Liverpool,Liverpool,L1 4DN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97905610000000,53.40367230000000,2018-07-09,5,5,5,
683830,PI/000261699,Piggie Smalls,Mobile caterer,7846,96 Commerce Way,Liverpool,Liverpool,L8 7BA,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95188990000000,53.39756350000000,2018-05-02,0,10,10,
1244115,76091,Pilgrim,Restaurant/Cafe/Canteen,1,46 Duke Street,Liverpool,Liverpool,L1 5AS,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98369360000000,53.40191740000000,,,,,City Centre
496938,PI/000114313,Pilgrim Bistro Bar,Restaurant/Cafe/Canteen,1,"The Pilgrim, 34 Pilgrim Street",Liverpool,Liverpool,L1 9HB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97296390000000,53.40036030000000,2019-06-25,0,5,5,
496939,PI/000114378,Pinehurst Avenue County Primary Scho,School/college/university,7845,Pinehurst Primary School Pinehurst Avenue,Liverpool,Liverpool,L4 7UF,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94610190391541,53.43360137939450,2019-12-13,10,5,5,
1056175,PI/000272617,Pippins Corner,Restaurant/Cafe/Canteen,1,64 Lark Lane,Liverpool,Liverpool,L17 8UU,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94509800000000,53.38154530000000,2018-06-21,0,0,5,
1244355,77925,Pips,Restaurant/Cafe/Canteen,1,87 Woolton Road,Liverpool,Liverpool,L15 6TB,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91033680000000,53.39408480000000,,,,,Wavertree
1243487,13570,Piri Piri Express,Takeaway/sandwich shop,7844,617 Smithdown Road,Liverpool,Liverpool,L15 5AG,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91641350000000,53.38924740000000,2019-10-09,10,5,5,Wavertree
497310,PI/000149648,Pitch Pine,Pub/bar/nightclub,7843,451 Stanley Road,Liverpool,Liverpool,L20 7BX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98817180000000,53.44069370000000,2019-10-21,0,5,0,Kirkdale
845513,PI/000267601,Pizza 4 U,Takeaway/sandwich shop,7844,210 - 212 Rice Lane,Liverpool,Liverpool,L9 1DJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96210710000000,53.45380520000000,2018-12-12,0,5,0,
752310,PI/000263962,Pizza Avenue,Takeaway/sandwich shop,7844,245 Utting Avenue East,Liverpool,Liverpool,L11 1DB,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91939890000000,53.44683380000000,2019-06-27,10,10,10,
1244130,76131,Pizza Bar,Takeaway/sandwich shop,7844,30 Hornspit Lane,Liverpool,Liverpool,L12 5LT,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91456860000000,53.43715410000000,2019-06-17,5,5,10,
752337,PI/000264311,Pizza Central,Takeaway/sandwich shop,7844,118 Warbreck Moor,Liverpool,Liverpool,L9 0HY,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95554980000000,53.46827590000000,2019-03-26,15,15,20,
495982,PI/000003027,Pizza Choice,Takeaway/sandwich shop,7844,351 Aigburth Road,Liverpool,Liverpool,L17 0BP,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93296030000000,53.37167200000000,2019-03-14,5,10,5,St Michaels
497398,PI/000160705,Pizza Express,Restaurant/Cafe/Canteen,1,11 Victoria Street,Liverpool,Liverpool,L2 5QQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98815894126892,53.40702056884770,2018-01-08,0,5,0,Liverpool Two
948013,PI/000270453,Pizza Express,Restaurant/Cafe/Canteen,1,38B Hope Street,Liverpool,Liverpool,L1 9DA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97074280000000,53.40135520000000,2019-07-19,0,0,0,
1243728,71631,Pizza Express,Restaurant/Cafe/Canteen,1,Pizza Express Monarchs Quay,Liverpool,Liverpool,L3 4FP,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99044390000000,53.39842540000000,2019-01-28,5,5,0,
498332,PI/000243727,Pizza Express,Restaurant/Cafe/Canteen,1,"Pizza Express, 14 Paradise Street",Liverpool,Liverpool,L1 8JF,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98652640000000,53.40406380000000,2018-01-29,0,5,5,
1066901,PI/000273481,Pizza House,Takeaway/sandwich shop,7844,189 Rice Lane,Liverpool,Liverpool,L9 1AQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96205010000000,53.45461470000000,2018-07-19,0,5,5,
498217,PI/000241724,Pizza Hub,Takeaway/sandwich shop,7844,87A Middlemass Hey,Liverpool,Liverpool,L27 7AR,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.84140250000000,53.38878320000000,2017-08-25,0,5,5,
1262315,78252,pizza hut,Restaurant/Cafe/Canteen,1,113 Walton Vale,Liverpool,Liverpool,L9 4SR,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95854060000000,53.46462040000000,,,,,
1262314,78251,Pizza Hut,Restaurant/Cafe/Canteen,1,Pizza Hut Prescot Street,Liverpool,Liverpool,L7 8UL,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96411740000000,53.41088780000000,,,,,
979396,PI/000270899,Pizza Hut,Takeaway/sandwich shop,7844,"Unit 1, 343 East Prescot Road",Liverpool,Liverpool,L14 2DD,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.88917350000000,53.41909470000000,2017-05-18,0,0,0,
497908,PI/000234852,Pizza Hut Restaurant,Restaurant/Cafe/Canteen,1,Pizza Hut New Mersey Retail Park,Liverpool,Liverpool,L24 8QB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.87930703163147,53.35073089599610,2017-02-11,5,0,0,
521671,PI/000236101,Pizza Hut Restaurant,Restaurant/Cafe/Canteen,1,"Pizza Hut, 14 Paradise Street",Liverpool,Liverpool,L1 8JF,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98652640000000,53.40406380000000,2018-01-29,0,10,10,
496222,PI/000029835,Pizza Italia,Restaurant/Cafe/Canteen,1,210 Childwall Road,Liverpool,Liverpool,L15 6UY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89827430000000,53.39685470000000,2019-03-11,0,5,5,
1245112,77493,Pizza King,Takeaway/sandwich shop,7844,460 Mill Street,Liverpool,Liverpool,L8 4RG,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96598520000000,53.38177380000000,2019-03-25,10,10,10,Dingle
1244174,76435,Pizza Lane,Takeaway/sandwich shop,7844,12 - 14 Lodge Lane,Liverpool,Liverpool,L8 0QH,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95034770000000,53.39787240000000,,,,,
1243988,71939,Pizza Miami,Takeaway/sandwich shop,7844,3 Townsend Lane,Liverpool,Liverpool,L6 0AX,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94961650000000,53.42842430000000,2019-06-06,10,10,10,Tuebrook
634254,PI/000256835,Pizza Oscar,Takeaway/sandwich shop,7844,205 Eaton Road,Liverpool,Liverpool,L12 2AG,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90383930000000,53.42669180000000,2019-08-27,15,15,20,West Derby
1086093,PI/000169990,Pizza Palace,Takeaway/sandwich shop,7844,187A Westminster Road,Liverpool,Liverpool,L4 4LR,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97509150000000,53.43684620000000,2019-05-21,,,,
979390,PI/000270855,Pizza Park,Takeaway/sandwich shop,7844,680 Aigburth Road,Liverpool,Liverpool,L19 0NY,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91210100000000,53.36055190000000,2019-11-28,15,15,20,Cressington
497238,PI/000144804,Pizza Parlour,Takeaway/sandwich shop,7844,284 Smithdown Road,Liverpool,Liverpool,L15 5AJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92247060000000,53.38982100000000,2018-02-15,0,5,5,Wavertree
979393,PI/000270863,Pizza Perfect,Takeaway/sandwich shop,7844,70 Baycliff Road,Liverpool,Liverpool,L12 6QX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.88153620000000,53.43399530000000,2019-06-06,5,5,0,
496858,PI/000108308,Pizza Rome,Takeaway/sandwich shop,7844,190 Muirhead Avenue,Liverpool,Liverpool,L13 0BA,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92042440000000,53.43436760000000,2019-02-04,0,10,10,
699818,PI/000261118,Pizza Slice Express,Takeaway/sandwich shop,7844,"5, Wheathill Industrial Estate Holt Lane",Liverpool,Liverpool,L27 0YA,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.84348797798157,53.39084625244140,2019-03-27,10,20,20,
1099186,PI/000273876,Pizza Time,Takeaway/sandwich shop,7844,80 Rice Lane,Liverpool,Liverpool,L9 1DD,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96574270000000,53.45009950000000,2019-09-10,,,,
1243963,71905,Pizza Unit,Mobile caterer,7846,,,,,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,,,2018-08-24,0,0,0,
496675,PI/000089703,Pizza Zara,Takeaway/sandwich shop,7844,61 Lawrence Road,Liverpool,Liverpool,L15 0EE,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93449430000000,53.39710750000000,2019-03-28,10,10,10,
980565,PI/000271080,Pizza.com,Takeaway/sandwich shop,7844,410 Longmoor Lane,Liverpool,Liverpool,L9 9DB,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94087950000000,53.46839230000000,2020-01-08,5,10,10,Liverpool Nine
1243678,71559,Pizzaland,Takeaway/sandwich shop,7844,122 - 124 Stonebridge Lane,Liverpool,Liverpool,L11 9AZ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90347260000000,53.45133850000000,2019-09-05,5,5,5,
1243658,71491,Planet Health Cafe,Restaurant/Cafe/Canteen,1,219 Warbreck Moor,Liverpool,Liverpool,L9 0HU,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95597210000000,53.47031300000000,2019-09-02,10,10,10,
1243639,71372,Plant B Quesadilla,Mobile caterer,7846,,,,,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,,,2019-08-22,5,0,5,
1086114,PI/000274152,Platinum Catering & Party,Other catering premises,7841,354 Princess Drive,Liverpool,Liverpool,L14 8XG,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.87540430000000,53.43005830000000,2018-10-23,0,0,0,Yew Tree
496347,PI/000042239,Playdays,Hospitals/Childcare/Caring Premises,5,27 - 29 Denman Drive,Liverpool,Liverpool,L6 7UF,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94515530000000,53.41806670000000,2019-07-10,0,0,0,
606045,PI/000248806,Pod Works,Hotel/bed & breakfast/guest house,7842,"The Podworks Hotel, 34 Henry Street",Liverpool,Liverpool,L1 5BS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98338890075684,53.40174102783200,2019-11-27,5,0,5,City Centre
1054988,PI/000271774,Pogue Mahone,Pub/bar/nightclub,7843,"Pogue Mahone, 77 Seel Street",Liverpool,Liverpool,L1 4BB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97638010978699,53.40110397338870,2018-05-31,5,5,5,
1111864,PI/000237876,Polidor Bistro,Restaurant/Cafe/Canteen,1,89 Lark Lane,Liverpool,Liverpool,L17 8UP,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94574180000000,53.38142340000000,2019-03-11,5,5,10,
738614,PI/000264043,POLSKI SKEIP WAWEL,Retailers - other,4613,416 Prescot Road,Liverpool,Liverpool,L13 3DA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92167720000000,53.41504090000000,2019-05-24,5,5,0,Old Swan
1026061,PI/000272262,Pomo Dora Pizza,Takeaway/sandwich shop,7844,82 Smithdown Road,Liverpool,Liverpool,L7 4JQ,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94549910000000,53.39693110000000,2019-06-11,10,0,10,Picton
498126,PI/000240061,Pop World,Pub/bar/nightclub,7843,2A Wood Street,Liverpool,Liverpool,L1 4AQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98180460000000,53.40414410000000,2015-09-22,0,0,0,City Centre
1244136,76138,POPS Tea Bar at HMP Liverpool,Restaurant/Cafe/Canteen,1,68 Hornby Road,Liverpool,Liverpool,L9 3DF,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96916500000000,53.45755940000000,,,,,
496622,PI/000082199,Pork Traders Oakwell Ltd,Manufacturers/packers,7839,12 Holt Lane,Liverpool,Liverpool,L27 2YB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.84299030000000,53.39152250000000,2016-02-05,0,5,0,
1244396,PI/000033557,Porkie Pie,Retailers - other,4613,8 - 10 Church Road,Liverpool,Liverpool,L19 2LW,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89664260000000,53.35357660000000,,,,,Garston
